AELNORSU;LUESNORA
CEEILTTV;CLEVEITT
CEEGLLOR;COLLEGER
CEFINNOT;CONFITEN
CDEEENOR;CREDOENE
AAADGLRT;DARTLAGA
AAADENTV;DATAVANE
ADILOTTT;DATOLITT TOTALTID
ADELLNUU;DAUULLEN
DEEKKTYØ;DEKKETØY
DDEEENRU;DENUDERE UENDREDE
DEEEJNPS;DEPESJEN
DEFIINNO;DIFONIEN
DDEEIKKN;DIKKENDE
ADGIIKKN;DIKKINGA
DEJLNPUÅ;DJUPÅLEN
DEMMNNOS;DOMSMENN
DDEIRRTY;DRITDYRE
ADIMRTTT;DRITTMAT
DEIIMRRV;DRIVREIM
DGIMMNRØ;DRØMMING
DEMRRTTÅ;DRÅTTREM
DDEEMNPU;DUMPENDE
DEKNNPUÅ;DUNKÅPEN
DEGNNRUU;DUNUNGER
BDLSTTUÅ;DUSBLÅTT
DDEHNRUY;DYREHUND HUNDEDYR
ABDDKOSØ;DØDSBOKA
DDINRUVØ;DØRVINDU
DMSTTUVØ;DØVSTUMT
ADNNPSVÅ;DÅPSVANN
EEEFIKSS;EFESISKE
EFFISTUV;EFFUSIVT
EEEGRRTT;EGRETTER
BEEEINNU;EINBUENE
AEKKKLOR;EKKOKLAR KLOAKKER KOKEKLAR
AEIKKKST;EKSIKKAT
EGGLRTTÅ;ELGGRÅTT
EEGINNNS;ENSINGEN NESINGEN
AEEEKKLP;EPLEKAKE
EEEJKNNR;ERKJENNE KJENNERE KJERNENE
EEEKRRTÅ;ERTEÅKER ERTEÅKRE
EEEMRTTY;ERYTEMET
AEEENPPT;ETAPPENE
EEEHRTTV;ETTERHEV
EEKKNRUU;EUNUKKER KURUKENE
AAFGPRVØ;FAGPRØVA
AEEFFIRR;FAREFRIE
AEEFRRRS;FARSERER FRASERER
AEFMPPTU;FATPUMPE
AAFLMNVÅ;FAVNMÅLA
AEFGGIIN;FEIGINGA
EEFGIINN;FEIINGEN
AAEFMPSS;FEMPASSA
EFGLNNOO;FENNOLOG
DEEEFNSS;FESSENDE
EFKKRTTY;FETTRYKK
BEFIIKRR;FIBERRIK
DEEEFINN;FIENDENE
AFGGHILO;FILHOGGA
ADFIILMV;FILMDIVA
FIKLMSSY;FILMKYSS
ABFILLNN;FINNBALL
AFGIJKKN;FJAKKING
EEFJLLRV;FJELLREV
EFJLNNRÅ;FJERNLÅN
DEFJLRTÆ;FJÆRDELT
AFGIJNRÆ;FJÆRINGA
BFJKRSUØ;FJØRBUSK
AFGJRRSØ;FJØRGRAS
FJLRSTÅØ;FJØRSTÅL STÅLFJØR
EEEFKKLN;FLEKKENE
FFILRSTY;FLISFYRT
FGILMMNO;FLOMMING
EFLOSTTT;FLOTTEST
EFLRRSUU;FLUESURR SULFURER
FGILNNVY;FLYVNING
EEFLLNYØ;FLØYELEN
EFLMNNYØ;FLØYMENN
EFGGINNO;FOGINGEN
EFKLOTTÆ;FOLKEÆTT ÆTTEFOLK
AABFMORR;FORBARMA
ABDFMOOR;FORBODMA
DDEFIORR;FORDREID
EFFINORR;FORFINER
EFHORRVØ;FORHØVER
EFJKLORÆ;FORKJÆLE
EFKKLOOR;FORKLOKE FORLOKKE
AFKKOORS;FORKOKSA SOFAKROK
AFMNNOOR;FORMONNA
EFMNORRÆ;FORNÆRME
AFOPRRVØ;FORPRØVA
AEFMMORR;FORREMMA
EFOORRTV;FORTORVE OVERFORT
FKKLORUY;FORULYKK
AEFKOTTT;FOTTAKET KATTEFOT
DEFFIRTØ;FRIFØDTE
FIKPRRSÅ;FRISPRÅK
FIKKRRTU;FRUKTRIK
EFPRRTYØ;FRØTYPER
EFFGLOTU;FUGLEFOT
EEFGGLUV;FUGLEVEG
EFJLORRY;FYROLJER
BEFGILLØ;FØLGEBIL
AFKNRTØØ;FØNTØRKA
EFHLLRUØ;FØREHULL
AAGILLTT;GALALITT
AAGHRTTY;GARHYTTA
AGGNOSSV;GASSVOGN
AEGIRSSW;GASSWIRE
AAGGIMNU;GAUMINGA
BDEEEGRR;GEBERDER
AEGGLRVÆ;GEVÆRLAG
AFFGILTU;GIFTFLUA
GIJKKSTU;GIKTSJUK
DGGIILNR;GILDRING
EEGGJLNV;GJENVELG JEVNLEGG
DDEEGJOR;GJORDEDE
ADGGLTTU;GLADGUTT
ABDDGORØ;GODBRØDA
DEGOSTTT;GOTTSTED
EGGIINPR;GREIPING
GIKLLRRØ;GRILLRØK
EEGIMMRR;GRIMMERE
GKKOPRUV;GROVPUKK
AFGGNNRU;GRUNNFAG
AAGRRSSU;GRUSRASA
GGILNNRØ;GRØNNLIG
EGGINRRÅ;GRÅINGER GÅRINGER
DDEGMRUØ;GUDMØDRE
AAFGGLRU;GULFARGA
AAFGLLTU;GULLFATA LUFTLAGA
EGLLNNPU;GULLPENN
EGLLRTUU;GULLURET
EGGINNTY;GYTINGEN
EFGJRSÅØ;GÅSEFJØR
AACDEHIN;HACIENDA
AEGHLLPØ;HAGLELØP
ADEHHIOR;HAIHODER
AAGHIIKN;HAIKINGA
AAEHJLNN;HALJANEN
AAEGHLLV;HALVGALE
ADEEHNVV;HANDVEVE
ADEHHNRU;HAREHUND
ABEGHNUU;HAUGBUEN
AEHLLMVØ;HAVMØLLE
AAGHINNV;HAVNINGA
DDEEHLNØ;HEDDØLEN
EEHJKKLS;HELSJEKK
EFFHLOST;HELSTOFF
EFHIILMO;HEMOFILI
EGGHILNN;HENGLING
EEEHNNRV;HENREVEN HENREVNE HEVNEREN HEVNERNE
EEEHLRRU;HERRELUE HERULERE
EHLSSTTØ;HESTLØST
ABEHIIJR;HIJABIER
AGHIINNT;HINTINGA
AHJLSSTU;HJULSATS
EEHJNNRØ;HJØRNENE
DEFHJORØ;HODEFJØR
ADEFFHOR;HOFFERDA
HILOPPST;HOPPSTIL
EHKOPPRU;HOPPUKER
EHMNOORR;HORMONER
HNNORTTØ;HORNNØTT
DEHMOORV;HOVMODER
AFGGHSTU;HUGGFAST
AEGHHRSU;HUSHAGER
ADHKLSUU;HUSKULDA
EHLRRSUÆ;HUSLÆRER
EHLLSSTU;HUSSTELL
EHNRRSUU;HUSURNER
EGHILNVV;HVELVING
AHIILPTV;HVITPILA
HIMOORTV;HVORIMOT
ABEGHLLY;HYBELLAG
DDEHIORY;HYDROIDE
EGHINNPY;HYPINGEN
EEHLNNSÆ;HÆLSENEN
AABGHMRØ;HØGBARMA
EGHLTTYØ;HØGLYTTE
DEGHMNÅØ;HØGMÅNED
EHKSTTÅØ;HØSTTÅKE
AADHLNYØ;HØYLANDA
EHNNSUYØ;HØYSNUEN
AEHNNVYØ;HØYVANNE
EGHNNRÅØ;HÅGRØNNE
DFHNRTYÅ;HÅNDFYRT
DGHINNRÅ;HÅNDRING
ADHMNTTÅ;HÅNDTAMT
DHINPSVÅ;HÅNDVISP
AHKRRTÅØ;HÅRRØKTA
EFGIILLN;IFELLING
DDEILPRÅ;ILDDÅPER
DEIILLPR;ILDPILER
DDEILSVÅ;ILDSVÅDE
EIILLNTT;ILLITTEN TILLITEN
IILMOPSV;IMPLOSIV
FIJNNOSU;INFUSJON
AEFILNNN;INNFALNE
IILNNSTT;INNSTILT
DEGIINNV;INNVIGDE VIDINGEN
EIKORSSS;ISKOSSER
AEINSSSU;ISSAUSEN
AIKKSSTY;ISSTYKKA
AJKKORTT;JAKTKORT
AEJKMTTÅ;JAKTMÅTE
AAJKNTTV;JAKTVANT
AAFGIJMT;JAMGIFTA
ADEGHJMØ;JAMHØGDE
AADEJMNN;JAMNADEN NEDJAMNA
AJLRSTTÆ;JARLSÆTT
AAGJLSST;JASSGALT
EEGHJNVØ;JEVNHØGE
AEJMNRVV;JEVNVARM
DEEGGJNO;JOGGENDE
EFJMORRU;JOMFRUER
DJKLLORU;JORDKULL
EEGGJLTU;JUGGELET
ABCEIJRU;JUICEBAR
ABDEJLLU;JULEBLAD
BEJLLOTU;JULEBLOT
EEJLSTUU;JULESTUE
EEJKLRUU;JULEUKER
AIJNNTTU;JUNINATT
EEEJLNUV;JUVELENE
GIJKLSTÆ;JÆKLIGST
EGIJLNNÅ;JÅLINGEN
ADJKKLRØ;KALDKJØR
AJKKLSUV;KALVSJUK KVALSJUK
AAGIKMMN;KAMMINGA
AAKSSTVY;KASSATYV
ACEIKLLM;KIMCELLA
AEJKKLSS;KJAKSLES
DEEEGJKL;KJEGLEDE
EEIJKMMR;KJEMMERI
EEEJKRTT;KJETTERE REJEKTET
GIJKKLNU;KJUKLING
AJKLNNVØ;KJØLVANN VANNKJØL
AJKPRSÅØ;KJØPSÅRA
DDEEEKLN;KLEDENDE
EEKLORRR;KLORERER KORRELER
AAKLLSVØ;KLØSALVA
EEEKNNTT;KNETTENE
EHJKNOOS;KOHESJON
EKKLMOOS;KOKOSMEL
DEIKLLOO;KOLLOIDE
AAKMOPSS;KOMPASSA
DEKMNNOO;KONDOMEN
AKOPPSTT;KOPPSATT OPPSKATT OPPSTAKT TOPPSKAT
ABKKOORT;KORTBOKA
AEKKKNOS;KOSAKKEN
EJKKMOSU;KOSEMJUK
EKKOSSTY;KOSESYKT SYKEKOST
AEEKKKRT;KRAKKETE
AKMMRRTU;KRUMTARM
AKPRRTYÅ;KRYPTÅRA
AGGKLLNU;KULLGANG
KNNSSTUØ;KUNSTSNØ SNØKUNST
AAAKLRTV;KVALARTA KVARTALA
EIKLTTTV;KVITLETT
EIKKMTVÅ;KVITMÅKE
ADJKLPUØ;KØLDJUPA
ABBGKLRØ;KØLGRABB
AJKLRTÆØ;KØLTJÆRA
ABEKKOYØ;KØYEBOKA
AEKKMRRÅ;KÅRMERKA MARKRÅKE ÅKERMARK
AABDGILL;LAGBILDA
AABDGGLN;LAGGBAND
AAAILMNT;LAMINATA
AADDLNRR;LANDDRAR
ADDILNNV;LANDVIND
AAAGLMNR;LANGARMA
AAGILLNN;LANGLINA
AAGILNPP;LANGPIPA LAPPINGA
AAGGLNUV;LAUVGANG
ALNNRUUV;LAUVRUNN
AAFLLOTV;LAVLOFTA
EEHLMMSU;LEMMEHUS
FIILMRTT;LIMFRITT
EIILMNNP;LIMPINNE
ACILNOOT;LOCATION
FGLLOTUV;LOFTGULV
ALLOSVYØ;LOVLØYSA
EFLRTTUU;LUFTETUR LUFTRUTE UTLUFTER
EILMRRUU;LURIUMER
EHLRRUVÅ;LURVEHÅR
AADLMTTY;LYDMATTA
AAILSSVY;LYSAVISA
ELLMSTYÅ;LYSMÅLET
GILSSTTY;LYSTIGST
BLNRRTUÆ;LÆRBRUNT
EILPPSVØ;LØSVIPPE
ELMSSUYØ;LØYSESUM
AFGLLOTÅ;LÅGLOFTA
AEKKMMOS;MAKKMOSE
AAFLMMRT;MALMFART
AFLLMOTT;MALTLOFT
AABEEMMN;MAMBAENE
AAADMNRT;MANDATAR
AAJLLMRS;MARSJALL
AAMMRSTØ;MARSMØTA
AAIMPPRT;MATPAPIR
ELLMMOST;MELLOMST
EEMMRRTU;METRUMER
GGHILMOT;MILTHOGG
EEIIMMNR;MINIMERE
EIIMSSTV;MISSIVET STIMEVIS
DHJMNORØ;MJØDHORN
AADGLLMO;MOLDLAGA
AGIMNNOO;MOONINGA
EEMNOTTT;MOTETTEN
AKMOPPTU;MOTKUPPA
BDLMNRUU;MULDBRUN
BLMRTTYØ;MYRBLØTT
EKKMORRØ;MØRKOKER
BELMNYÅØ;MÅLBØYEN
AAJKMRTÅ;MÅRJAKTA
GIMNSYÅØ;MÅSØYING
AEIKNNNV;NAKENVIN VINKANNE
AAKKLNNO;NANOLAKK
AANNORRØ;NANORØRA
ALNSTTTY;NATTLYST
AANNSTTY;NATTSYNA NYANSATT
ADDENSSY;NEDDYSSA
EEEMMNST;NEMMESTE STEMMENE
EMNNNOST;NENNSOMT
EEGGHNUV;NEVEHUGG
BBEIJNOR;NIJOBBER
EEILNNPP;NIPPELEN
AGIINNSY;NISYINGA
DNNORRTÅ;NORDTÅRN
BKKNOORS;NORSKBOK
DEHJLNPØ;NØDHJELP
AGIKKNNØ;NØKKINGA
ENRTTTUØ;NØTTETUR
AEFFKORR;OFFERKAR
FIIKOSTT;OFITTISK
EKOORSSY;OKSOSYRE
BEGGMORY;OMBYGGER
AGGIMNOÅ;OMGÅINGA
DFIOPPRT;OPPDRIFT
DEKOPPRY;OPPDYRKE
EFOPPRTØ;OPPFØRTE
AAGLOPPR;OPPLAGRA
ADMOPPRU;OPPMUDRA POMPADUR
EENNOPPS;OPPNESEN SNOPPENE
AIOPPRSS;OPPRISSA
ENNOPPRU;OPPRUNNE
EEOPPSTT;OPPSETTE STOPPETE
DDELLORU;ORDDUELL
AFGIOORR;OROGRAFI
AILOOSSV;OSLOAVIS
GLOOSTTU;OSLOGUTT
EMORSVVØ;OVERSVØM
ACEGINNP;PACINGEN
AELMMPRÅ;PALMEMÅR
AAFIILPR;PARAFILI
ACGHINPT;PATCHING
ABEEPRVV;PAVEBREV
DEEELNNP;PENDELEN PENDLENE
ADGGIPRY;PIGGDYRA
EGGHINPU;PIGGHUEN
EEHIPPRU;PIPEHUER UHIPPERE
AEIJLOPP;PIPEOLJA
ADDIKPSØ;PISKADØD
AGIINPSS;PISSINGA SPISINGA
EEIILPSS;PISSLEIE
DDEIPRSS;PISSREDD
AJKPSTVÅ;PJASKVÅT
EEJKKNOP;PJOKKENE
AILLNPPS;PLANSLIP
AEELPTTT;PLATTETE
DEEELPTT;PLETTEDE
BBEGLNOP;PLOGNEBB
FKLLOPTU;POLFLUKT
DEHLOPYØ;POLHØYDE
EEEIMPRR;PREMIERE
GIIKPRRS;PRISKRIG
EMOOPRRT;PROMOTER
HLOPRSSØ;PROSSHØL
EOOPRRSV;PROVOSER
AEPRRVÅØ;PRØVEÅRA
EKKLPSUÅ;PUKKSÅLE
BDGINNPU;PUNGBIND
AGMNPSUU;PUNGMUSA
EOPPRRSU;PURPOSER
EEGNPPRÅ;PÅGREPEN PÅGREPNE
GHINPRÅØ;PÅHØRING
EEGGLPRÅ;PÅLEGGER
EIKLPPSÅ;PÅSKEPIL
AAIIKPRV;RAPAKIVI
AAAEFGLR;REALFAGA
ABBEEENR;REBABENE
EEEGNNRR;REGNEREN REGNERNE
EEEMRRSY;RESYMEER RESYMERE
EHLORTTT;RETTHOLT
EEEFJRSV;REVEFJES
EEERRTVØ;REVEØRET ØRETEVER
IIKMRTTV;RIMKVITT
BBEENORR;ROBBEREN ROBBERNE
ABMOORRT;ROBOTARM
EMORRTVÆ;ROMVÆRET
AJNNOORS;RONASJON
DEHOORRT;RORHODET
IKOOPRRS;ROROSKIP
EOORRSST;ROSESORT
EEINRRRU;RUINERER URINERER
DEJNNRRU;RUNDJERN
DKNRRSUU;RUNDSKUR
EGINNNRU;RUNINGEN
EKRRSUUV;RUSEKURV
EEPRRTYÅ;RYPEÅRET
DDEHRTUØ;RØDHUDET
DDEENNRØ;RØDNENDE
BKNRRUYØ;RØYKBRUN
DDEELRVÅ;RÅDVELDE
EEKKLRRÅ;RÅLEKKER
AAAFKRST;SAFTKARA
AAGHJLSU;SAGHJULA
AFKNOOSS;SAKSOFON
AAAIPRST;SATRAPIA
AIIKOSSV;SAVOIISK
AEKMRSSS;SEKSRAMS
EFFHLRSU;SHUFFLER
DGIILSST;SILDIGST
BEFIJLSS;SJEFSBIL
AEFJRSSÅ;SJEFSÅRA
EEEJLRSÅ;SJELERÅE
AAFGJNSØ;SJØFANGA
EJKPRSSØ;SJØKREPS SKJØRPES
BGJLRSYØ;SJØLBYRG
JKLSTTUØ;SJØLTUKT
EHJRSUYØ;SJØUHYRE
AGGHKMSU;SKAMHUGG
AJKKMRSØ;SKAMKJØR
AGIKNNNS;SKANNING
AFKLLPSY;SKAPFYLL
EEJKNNSS;SKJENNES
EIKKKLRS;SKLIKKER
EKLLOOSV;SKOLELOV
EKLLOSSY;SKOLELYS
AAKPRRSÅ;SKRAPÅRA
EEKKKNRS;SKREKKEN
EEKPPRSS;SKREPPES
BBDEEKSU;SKUBBEDE
EGKLLSYÅ;SKÅLGLYE
AFGJLRSÆ;SLAGFJÆR
DDEEEILS;SLEIDEDE
EELMMSST;SLEMMEST
EEFLLPSY;SLEPEFLY
FFGILNSU;SLUFFING
GGIIMNRS;SMIGRING
BKKMRSUØ;SMØRBUKK
EKMMRSYØ;SMØREMYK
AFKLMSSÅ;SMÅFLAKS
FIKMRSSÅ;SMÅFRISK
AEMPSSUÅ;SMÅPAUSE
KMRSSTÅØ;SMÅSKRØT
DMNSSTUÅ;SMÅSTUND
AMMRSTVÅ;SMÅVARMT
ADGHNSUU;SNAUHUGD
EFJLLNSØ;SNØFJELL
EENSTTTØ;SNØTETTE STØTTENE
EEEKLPSS;SPEKELSE
GINNOPSS;SPONSING
AABBRSTU;STABBURA
AEEFFSTT;STAFFETE
EEEPPRST;STEPPERE
EIRRSTTT;STRITTER
EMMRRSTØ;STRØMMER
DEEFFSTU;STUFFEDE
EMPSSTTU;STUMPEST
EERSTTTY;STYRTETE YTTERSTE
ADLLSSTØ;STØLSDAL
AKNSTTTØ;STØTKANT
AAFLSTTÅ;STÅFLATA STÅLFATA
GKMOPSSU;SUMPSKOG
ABERRSVV;SVARBREV
AIRSSTVV;SVARTSIV SVARVIST
EGGIINSV;SVEIGING
EINSSTVV;SVIVNEST
AENRSVVÆ;SVÆRNEVA
AEEERSTW;SWEATERE
EEGINPSW;SWEEPING
AADDLNSY;SYDLANDA
EEEKNSSY;SYESKENE
EEMSSTTY;SYSTEMET
DDEELRSÆ;SÆDLEDER
EJKNNRSÆ;SÆRKJENN
EEGPRRSÆ;SÆRPREGE
DKLSSUVØ;SØLVDUSK
IKLNSVVØ;SØLVKNIV
BBELNSVØ;SØLVNEBB
IKLPSSVØ;SØLVSKIP
AAHKLLTU;TAKHULLA
ADENNNTU;TANNDUEN
AEINNNPT;TANNPINE
DDEHINTT;TIDHENDT
ABIJLLTU;TILJUBLA
EILLSSTÅ;TILLÅSES
EILSTTTØ;TILSTØTE
EEEIILMT;TIMELEIE
DDEEIIST;TISIDEDE
ABBJNORT;TJORNABB
AEJLLTTU;TJUETALL
AGIMOOTT;TOATOMIG
EGINNNOT;TONINGEN
EELOOPTT;TOPOLETE
ALNOPPTÅ;TOPPLÅNA
ABMPRTTÅ;TRAMPBÅT
AALPPRTV;TRAPPLAV
BEERRTTÅ;TREBÅTER
ELLLORST;TROLLSEL
EEGGRRTY;TRYGGERE
AKKMRRTY;TRYKKARM
BDRSSTUÅ;TRÅDBUSS
ELNRTTTÅ;TRÅLNETT
AEHJKKTU;TUJAHEKK
AGINTTTU;TUTTINGA
EEIRRTVV;TVERRVEI
EGINTTTV;TVETTING
HORRSTTØ;TØRRHOST
EHSTTUYØ;TØYHUSET
AEGGNNTÅ;TÅGANGEN
BEEKTYÅØ;TÅKEBØYE
EEHKTTUÅ;TÅKEHUET
ADDKSTUÅ;TÅSKUDDA
DDEEGNUY;UDYGDENE
EEHNPPTU;UHEPPENT
EELLNSUU;ULLUSENE
ELNNPPSU;UNNSLEPP
LNNSTTUÅ;UNNSLÅTT
ADELRRRU;URALDRER
ELMMORRU;URLOMMER
ADDEPRRU;URPADDER
EHRRTTUØ;URØRTHET
EPRRSTUU;USURPERT
BEEEITTU;UTEBEITE
CEEENSTU;UTESCENE
GHILNTUU;UTHULING
AENPTTTU;UTPANTET
AKOSTTTU;UTSKOTTA
DEEGGTUY;UTYGGEDE
AEJNTUUV;UUTJEVNA
AEGNNNSV;VANNSENG
AEEHMRVV;VARMHEVE
AAMNRTVV;VARMVATN
AADRSSVY;VASSDYRA
AEKSSTVV;VASSVEKT
ABBEFILV;VEBBFILA
AABDDENV;VEDBANDA
DDEEGNVØ;VEGDØDEN
ABBEIMOV;VEIBOMBA
ABEGGIVY;VEIBYGGA
ADEGJKKV;VEKKJAGD
EELLMTVÅ;VELMÅLTE
GIIKSTTV;VIKTIGST
EGIILLTV;VILLGEIT
GIILLRSV;VILLGRIS
DHILLNUV;VILLHUND VINDHULL
AAIKKNPV;VINPAKKA
EINPRRVÆ;VINPÆRER
AEIIRTVV;VIVARIET
BGKKNOUV;VOGNBUKK
GNORRTVÆ;VOGNTRÆR
AELLORVV;VOLLREVA
GILNRVVØ;VRØVLING
ADEMRRVÆ;VÆRDAMER
ADEKKRVÆ;VÆRDEKKA
EJKRSUVÆ;VÆRSJUKE
BENNRVÅØ;VÅBØNNER
ABEGLLVÅ;VÅGEBALL
ABDORRVÅ;VÅRBORDA
EIKRTVVÅ;VÅRKVITE
EEINRVVÅ;VÅRVEIEN
AEEHRTVW;WHATEVER
BEORTUUY;YOUTUBER
EEKRRSYÆ;YRKESÆRE
DERRTTYØ;YTTERDØR
ABEHRRTÆ;ÆRBARHET
DEEFRTTÆ;ÆTTFEDRE
ADEGKNØØ;ØKEDØGNA
EGJLRSÆØ;ØLGJÆSER
ABELRRÆØ;ØREBLÆRA
EEHRRTÅØ;ØREHÅRET
BBGIRSTØ;ØSTGRIBB
EEHINNYØ;ØYEHINNE
EEGNVYÅØ;ØYEVÅGEN
EEGJNTTÅ;ÅGJETENT
ACEELTTY;ACETYLET
AAFFILNT;AFFINALT
AAFFIKRT;AFFRIKAT
AAABLORS;ALBAROSA
AEKLMMRÆ;AMMEKLÆR
AAEMPPRU;APERUMPA
ABEOPPRR;APPROBER
AEEIRRRV;ARRIVERE VARIERER
AAIIKNSS;ASIANISK
AAEKKMSÅ;ASKEMÅKA
AIKKLSSY;ASYKLISK
AILPSTTT;ATSPLITT
AAEHJLMV;AVHJEMLA
AEHLRVVØ;AVHØVLER
AAIIMRUV;AVIARIUM
AIIKKNOV;AVIONIKK
AAEKPPTV;AVKAPPET
AAIKSTVV;AVKVISTA
AAELTUVV;AVLAUVET
AGILNVVØ;AVLØVING
AEEGRRVV;AVVERGER REVEGRAV VEGARVER
ABBDEENY;BADEBYEN BYBADENE
ABBEKRRU;BAKBRUER BRUKBARE
AABBEKNU;BAKUBAEN
ABDDENNU;BANDDUEN
AABDKRRY;BARKDYRA
AABIRSSÅ;BASISÅRA
AABDDLOS;BASLODDA
AABBDNST;BASTBAND
AABGMNNU;BAUGMANN
AABGGSTU;BAUGSTAG
BBDEERSY;BEBYRDES
ABBDEMRØ;BEDØMBAR
BEEEFSTT;BEFESTET
BEEEFIRR;BEFRIERE
BEEGJRSÆ;BEGJÆRES
BEFGLLRÅ;BELGFLÅR
BEGGIKKR;BERGGIKK
BEEEGLSS;BESEGLES
BEEISTTT;BESITTET
ABIKLPPU;BILKUPPA
BEGIILLT;BILLIGET
ABGIILLN;BILLINGA
BDDEHINU;BINDEHUD
BDEEINVV;BINDEVEV
AABIOPSS;BIOPASSA
AABBDLRT;BLADBART
ABDFGLLU;BLADFUGL
ABFFGILN;BLAFFING
BEEEKKLT;BLEKKETE TEBLEKKE
ABHKKLOV;BLOKKHAV
BHKKLOSU;BLOKKHUS HUSBLOKK
BFLRSSUY;BLUSSFYR
BEJLMNYØ;BLYMØNJE
ABKKLSYØ;BLYSØKKA
ABELLRVÆ;BLÆRELAV
BBEILSTÅ;BLÅBEIST
BIKLTTVÅ;BLÅKVITT
ABLLPSTÅ;BLÅPLAST
BEILLPSÅ;BLÅSEPIL
ABGGINNO;BOGNINGA BONGINGA
BEKMOORR;BOKORMER
BBEFIMOR;BOMBEFRI MOBBEFRI
BBDEEMNO;BOMBENDE MOBBENDE
BEFOORRT;BOTFORER
BINNOTVÅ;BOTNNIVÅ
ABGILNOW;BOWLINGA
ABBEIILR;BREIBILA
BFIIRRST;BRISTFRI
BKKORRTU;BROKKURT KORTBRUK
BDEHRSUU;BRUDEHUS
BBEINRRU;BRUNBIER
BDDGINRY;BRYDDING
ABLLPRUY;BRYLLUPA
BEEKKRVÅ;BRÅVEKKE
BDEINUUV;BUEVINDU
BEGLTUUV;BUGULVET
BEHKLNUU;BUKHULEN
BIKKNNSU;BUKSKINN
ABNNSSUV;BUSSNAVN
BCEEHNTU;BUTCHENE
BBEENRUY;BYBRUENE BYBUEREN BYBUERNE
BBEKRTUY;BYBRUKET
BDEGLMYÅ;BYGDEMÅL
BDEEGGNY;BYGGENDE ENDEBYGG NEDBYGGE
ABGGNTVY;BYGGVATN
BEHLLOTY;BYHOTELL
BEGRTTUÆ;BÆREGUTT
BEGKORRÆ;BÆREKORG
BEFIRRSÆ;BÆRFISER
ABNNPRSÆ;BÆRSPANN
BDDENRUÅ;BÅNDDUER
BDLLNRUÅ;BÅNDRULL
BDNSTYÅØ;BÅNDSTØY
BBENRTUÅ;BÅTBRUEN
ABDITTVÅ;BÅTDAVIT
CDEEILLN;CEDILLEN
CEEKLLRU;CELLEKUR
ACHIORTT;CHAROITT
BCEHIKNU;CHIBUKEN
ACDIIKRT;CIRKATID
AADDEINN;DANAIDEN
AADGRTUU;DATAGURU
AADDGLTU;DAUDLAGT
ADEJKSUU;DAUSJUKE
DDEEERSU;DEDUSERE DESUDERE
DDEEEKOR;DEKODERE
DEEEGILL;DELELIGE
DDEEEMNR;DEMRENDE
DEEERRTT;DERETTER
DEEFJKSS;DESKSJEF
DIKKLLOT;DILLKOKT
CDEINSSU;DISCUSEN
DIIKSTTV;DISKVITT
DFIJKPSU;DJUPFISK
ADGGOORS;DOGGROSA
ADEENNNO;DONNAENE
DEELOTTT;DOTELTET
ABDDGNRÅ;DRAGBÅND
DEFIRTTT;DRITFETT DRITTFET
ADDHIRRT;DRITHARD
DIMOORRT;DRITMORO
ABBDGINU;DUBBINGA
DEGGNNOU;DUGONGEN GODUNGEN
ADGGINNU;DUNGINGA
DDEEKNNU;DUNKENDE
DDEIJNOU;DUODJIEN
DEEEIRRY;DYREEIER
ADDEGRRY;DYREGARD
ADEHRRYÅ;DYREHÅRA
BDDEEKLØ;DØDBLEKE
DDIRSTTØ;DØDSRITT
ADGIMMNØ;DØMMINGA
BDEKKRUÅ;DÅBUKKER
AADFPSTÅ;DÅPSFATA
DDEEEIKN;EDDIKENE
EEFFIKTV;EFFEKTIV
EEGGJKSU;EGGESJUK
EEEGGIKL;EIKELEGG
EEEKRRSS;EKSERSER SEERSKER SEKRERES
EEIKRSSS;EKSERSIS SKISSERE
EEELRRVØ;ELVEØRER
AEEFMMSY;EMFYSEMA
DEEEHNNT;ENHENDTE HENTENDE HETNENDE
EEEOPRRU;EUROPEER
AACEFIMT;FACETIMA
AAEFGGHR;FAGHAGER
AABFLLRU;FALLBRUA FALLBURA
AEFFGIRR;FARGEFRI
BEFIILTT;FEILBITT
DEEEFLLR;FELLEDER FLERDELE
EEEFJLMR;FERJELEM
FGIILNOY;FILOGYNI
FILORRTÆ;FIOLTRÆR
EFFIORTT;FIRFOTET
DEEEFJLN;FJELENDE
ADEFJLLU;FJELLDUA
FGIJMNOP;FJOMPING
ADFJMORR;FJORDARM
DEFIJRTÆ;FJÆRETID
EFJKKRSØ;FJØRSEKK
DEEFILPP;FLIPPEDE
EFLLMOTÅ;FLOMÅLET
AEFHLLUØ;FLUEHØLA
AEFFGLTY;FLYFAGET
EEFFILRY;FLYFERIE
AAFHLNVY;FLYHAVNA
DEFGHLYØ;FLYHØGDE
AAFLLSTY;FLYLASTA LYSFLATA
AFLPPRTY;FLYTRAPP
BEFLTVYÅ;FLYVEBÅT
EFLNPVYÅ;FLYVÅPEN
EFGILNNÆ;FLÆINGEN FÆLINGEN
EFLTTVYØ;FLØTETYV
ADFMMORU;FORDUMMA
AAFFLORT;FORFLATA
EFFLORRT;FORFLERT
FFGLORTU;FORFULGT
EFLOORRV;FORLOVER
AFMOORRT;FORMATOR
EEFORTTT;FORTETTE FOTTREET TREFOTET
FLORRTTY;FORTRYLT
FLOPSSTØ;FOSSLØPT
AFOORTTV;FOTVORTA
AADFRRTT;FRADRATT
AAAFGNRS;FRASAGNA
DEFFLRTY;FREDFYLT
